epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.62485,1.53388,3.54818,1.27916,0.54767,0.25632,0.262,0.18161,1.20085,3.1665,1.29344,8e-05,8e-05,8e-05
2,2.78366,1.37625,2.20565,1.183,0.45182,0.38293,0.29501,0.22703,1.21463,3.07705,1.301,0.00016972,0.00016972,0.00016972
3,3.89145,1.25402,1.79582,1.11318,0.6912,0.36782,0.33345,0.25243,1.16345,2.99898,1.2556,0.000259142,0.000259142,0.000259142
4,5.10367,1.16428,1.60272,1.04994,0.95467,0.25268,0.39127,0.3118,1.0936,2.2048,1.21691,0.000348267,0.000348267,0.000348267
5,6.27594,1.19403,1.42854,1.07474,0.55932,0.4378,0.39016,0.3146,1.08094,1.9649,1.22207,0.000437096,0.000437096,0.000437096
6,7.44256,1.15978,1.51691,1.06074,0.7417,0.40729,0.38123,0.29663,1.07293,1.73889,1.20751,0.000525627,0.000525627,0.000525627
7,8.47828,1.10962,1.41569,1.06437,0.88455,0.36216,0.42837,0.31841,1.08872,1.61179,1.19176,0.000613862,0.000613862,0.000613862
8,9.55027,1.13575,1.35588,1.03468,0.87174,0.39182,0.45891,0.35858,1.11722,1.55646,1.20972,0.000701799,0.000701799,0.000701799
9,10.7341,1.10178,1.29787,1.00747,0.64917,0.41287,0.43869,0.35107,1.13458,1.63791,1.21178,0.00078944,0.00078944,0.00078944
10,11.8057,1.03778,1.20481,0.99907,0.84312,0.39065,0.4268,0.34455,1.13373,1.60559,1.20388,0.000876783,0.000876783,0.000876783
11,12.8561,1.06262,1.13279,1.00758,0.97016,0.37148,0.46299,0.3606,1.10984,1.46216,1.17828,0.00096383,0.00096383,0.00096383
12,13.9299,1.00594,1.05013,0.96655,0.90433,0.40547,0.48703,0.37939,1.13879,1.50199,1.19483,0.00098185,0.00098185,0.00098185
13,15.0083,1.07052,1.11088,1.01882,0.82571,0.48101,0.50814,0.3796,1.12895,1.50362,1.18625,0.0009802,0.0009802,0.0009802
14,16.0859,0.98151,0.93504,0.97594,0.76587,0.47675,0.50439,0.37484,1.14047,1.47796,1.18535,0.00097855,0.00097855,0.00097855
15,17.1177,0.97484,0.96895,0.98092,0.72142,0.46477,0.496,0.36702,1.13792,1.43096,1.18172,0.0009769,0.0009769,0.0009769
16,18.1596,1.02624,1.0517,0.99276,0.91452,0.40367,0.4842,0.36755,1.14311,1.40346,1.17966,0.00097525,0.00097525,0.00097525
17,19.1894,0.98658,0.91054,0.95996,0.48248,0.4672,0.47478,0.35445,1.11809,1.37996,1.16763,0.0009736,0.0009736,0.0009736
18,20.2567,0.99709,0.92809,0.9619,0.50037,0.44298,0.46305,0.3529,1.09602,1.36932,1.16799,0.00097195,0.00097195,0.00097195
