epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,124.744,0.7288,0.56012,0.98876,0.60566,0.61283,0.65078,0.45293,1.05911,1.17753,1.10387,0.00081301,0.00081301,0.00081301
66,126.601,0.71193,0.57698,0.97759,0.60658,0.63264,0.6423,0.44042,1.0334,1.14391,1.05218,0.00081151,0.00081151,0.00081151
67,128.43,0.74249,0.56405,0.98854,0.61115,0.5699,0.59853,0.42232,1.03764,1.10237,1.06654,0.00081001,0.00081001,0.00081001
68,130.341,0.70426,0.54286,0.98003,0.62697,0.60081,0.61664,0.42923,1.047,1.12388,1.08474,0.00080851,0.00080851,0.00080851
69,132.187,0.71739,0.53996,0.98547,0.70508,0.49198,0.60386,0.42,1.11349,1.10709,1.14009,0.00080701,0.00080701,0.00080701
70,134.136,0.6655,0.5207,0.95475,0.71933,0.52192,0.61227,0.44513,1.04783,1.02756,1.05094,0.00080551,0.00080551,0.00080551
71,136.018,0.72449,0.56455,0.9906,0.70847,0.62283,0.6473,0.44656,1.0441,1.08124,1.05576,0.00080401,0.00080401,0.00080401
72,137.909,0.64984,0.5391,0.95818,0.62172,0.5763,0.5972,0.43356,1.04279,1.17642,1.05787,0.000802511,0.000802511,0.000802511
73,139.797,0.68644,0.53974,0.98104,0.71225,0.63239,0.64016,0.44852,1.06023,1.18465,1.06046,0.000801011,0.000801011,0.000801011
74,141.72,0.71185,0.54874,0.97338,0.6727,0.53335,0.61398,0.44768,1.07381,1.08965,1.04554,0.000799511,0.000799511,0.000799511
75,143.64,0.69925,0.53811,0.94304,0.5977,0.56634,0.57533,0.41963,1.05498,1.10617,1.04101,0.000798011,0.000798011,0.000798011
76,145.61,0.73098,0.57081,0.96596,0.583,0.58085,0.55226,0.41542,1.02233,1.21105,1.02018,0.000796511,0.000796511,0.000796511
77,147.484,0.6765,0.50622,0.97108,0.63398,0.58209,0.57066,0.42216,1.0206,1.32508,1.01577,0.000795011,0.000795011,0.000795011
78,149.355,0.72459,0.57296,0.97198,0.78906,0.54478,0.62909,0.39399,1.02154,1.31281,1.05116,0.000793512,0.000793512,0.000793512
79,151.257,0.73427,0.52912,0.97963,0.78186,0.50512,0.60304,0.41299,1.08082,1.2848,1.10871,0.000792012,0.000792012,0.000792012
80,153.226,0.71026,0.53894,0.97482,0.57135,0.54205,0.5632,0.40812,1.07557,1.21989,1.07411,0.000790512,0.000790512,0.000790512
81,155.14,0.72739,0.53621,0.95031,0.74952,0.54172,0.58188,0.41629,1.06686,1.11752,1.06913,0.000789012,0.000789012,0.000789012
82,157.052,0.74041,0.57189,0.97233,0.78283,0.54706,0.61787,0.42121,1.01037,1.03623,1.0314,0.000787512,0.000787512,0.000787512
83,158.943,0.71585,0.55433,1.00843,0.78553,0.56819,0.61624,0.4364,0.99574,0.99047,1.03411,0.000786012,0.000786012,0.000786012
84,160.826,0.72986,0.56557,0.98298,0.78473,0.5757,0.63225,0.43273,1.03028,1.03134,1.08791,0.000784512,0.000784512,0.000784512
85,162.75,0.67705,0.5211,0.96141,0.75416,0.57253,0.61204,0.42171,1.04468,1.00294,1.0928,0.000783013,0.000783013,0.000783013
86,164.671,0.69979,0.52851,0.96525,0.78103,0.57228,0.6306,0.43679,1.01098,0.99588,1.07831,0.000781513,0.000781513,0.000781513
87,166.57,0.73616,0.57915,1.02498,0.76805,0.56334,0.63653,0.4343,1.01218,1.11588,1.09607,0.000780013,0.000780013,0.000780013
88,168.442,0.69594,0.5369,0.9826,0.69491,0.60898,0.62825,0.43353,1.02304,1.1494,1.15706,0.000778513,0.000778513,0.000778513
89,170.372,0.68279,0.57421,0.97213,0.63296,0.62718,0.60066,0.42042,1.0304,1.1007,1.0783,0.000777013,0.000777013,0.000777013
90,172.276,0.68629,0.56165,0.98334,0.616,0.59543,0.60934,0.41925,1.06317,1.09665,1.17048,0.000775513,0.000775513,0.000775513
91,174.193,0.66629,0.51896,0.94213,0.64654,0.60497,0.61523,0.41307,1.07291,0.99781,1.15501,0.000774013,0.000774013,0.000774013
92,176.128,0.68668,0.51588,0.95747,0.53469,0.60177,0.58472,0.41142,1.0329,0.98853,1.08072,0.000772514,0.000772514,0.000772514
93,178.1,0.64301,0.50777,0.98276,0.7087,0.54805,0.61155,0.40897,1.0203,1.00391,1.05299,0.000771014,0.000771014,0.000771014
94,180.023,0.73539,0.5305,0.95319,0.65381,0.62967,0.62225,0.42301,1.02487,1.03219,1.06615,0.000769514,0.000769514,0.000769514
95,182.041,0.66539,0.51268,0.9522,0.60794,0.5307,0.5677,0.41336,1.06292,1.1192,1.06451,0.000768014,0.000768014,0.000768014
96,183.983,0.71022,0.55113,0.97848,0.81855,0.55228,0.5944,0.409,1.08844,1.16149,1.05136,0.000766514,0.000766514,0.000766514
97,185.891,0.68853,0.53584,0.97104,0.82727,0.54663,0.59805,0.41075,1.11276,1.21625,1.06262,0.000765014,0.000765014,0.000765014
98,187.833,0.69178,0.53039,0.96996,0.73287,0.58626,0.62125,0.41488,1.12083,1.23555,1.09797,0.000763515,0.000763515,0.000763515
99,189.777,0.64755,0.5162,0.97983,0.78954,0.51993,0.62503,0.41951,1.13035,1.25009,1.10575,0.000762015,0.000762015,0.000762015
100,191.645,0.64778,0.5187,0.97235,0.80172,0.5061,0.60849,0.40067,1.12582,1.29284,1.09926,0.000760515,0.000760515,0.000760515
101,193.537,0.663,0.51174,0.94734,0.83172,0.46757,0.57639,0.37628,1.13329,1.27553,1.10766,0.000759015,0.000759015,0.000759015
102,195.381,0.68951,0.54947,0.98841,0.67882,0.54576,0.57851,0.36601,1.15204,1.35687,1.13154,0.000757515,0.000757515,0.000757515
103,197.305,0.66264,0.51276,0.95454,0.69346,0.53774,0.60918,0.39531,1.14416,1.31038,1.12651,0.000756015,0.000756015,0.000756015
