epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.81594,1.35068,2.67578,1.43176,0.86147,0.60705,0.65191,0.55682,0.72646,1.61583,0.93954,0.00016362,0.00016362,0.00016362
2,5.04403,1.24943,1.80274,1.39927,0.81862,0.71991,0.74045,0.62479,0.7041,1.26777,0.95101,0.000335775,0.000335775,0.000335775
3,7.17371,1.09576,1.42431,1.25594,0.92679,0.66879,0.74548,0.59418,0.78538,0.91603,0.93709,0.00050736,0.00050736,0.00050736
4,9.20715,1.15232,1.4291,1.31127,0.90025,0.65104,0.72999,0.56293,0.85227,0.85704,0.97555,0.000678375,0.000678375,0.000678375
5,11.2045,1.14559,1.29451,1.27884,0.91595,0.61161,0.74821,0.57847,0.87852,0.8084,0.97147,0.000848821,0.000848821,0.000848821
6,13.2137,1.15478,1.27193,1.26569,0.64259,0.66435,0.70867,0.5375,0.88608,0.81275,0.98134,0.000901501,0.000901501,0.000901501
7,15.3637,1.10933,1.164,1.25563,0.91414,0.6431,0.70183,0.52812,0.93561,0.82811,0.97083,0.000900001,0.000900001,0.000900001
8,17.3102,1.1124,1.13094,1.20824,0.6087,0.71809,0.69442,0.50125,0.88566,0.77328,0.96155,0.000898501,0.000898501,0.000898501
9,19.2979,1.10313,1.10536,1.24967,0.75603,0.62949,0.61161,0.43054,0.92678,0.93184,1.01595,0.000897001,0.000897001,0.000897001
10,21.2693,1.03633,0.95994,1.13842,0.65463,0.64432,0.62284,0.42723,0.98491,0.99548,1.00858,0.000895501,0.000895501,0.000895501
11,23.2462,1.02451,0.92847,1.11918,0.69827,0.72165,0.6949,0.46323,1.0124,1.03942,0.97826,0.000894001,0.000894001,0.000894001
12,25.2757,1.06744,1.06021,1.16244,0.74428,0.78585,0.78695,0.52436,0.97962,0.93353,0.98461,0.000892502,0.000892502,0.000892502
13,27.3061,0.96204,0.86094,1.07743,0.72347,0.745,0.77176,0.51207,1.03999,0.94066,1.02003,0.000891002,0.000891002,0.000891002
14,29.2876,1.01483,0.90368,1.0968,0.77431,0.6703,0.73059,0.51007,1.07597,1.02064,1.03846,0.000889502,0.000889502,0.000889502
15,31.2699,0.98307,0.87802,1.107,0.786,0.59788,0.65638,0.46359,1.02704,0.93927,0.98936,0.000888002,0.000888002,0.000888002
16,33.223,0.93273,0.82398,1.10798,0.66787,0.62644,0.63168,0.42835,1.00769,0.88467,0.99029,0.000886502,0.000886502,0.000886502
17,35.2548,0.97977,0.87147,1.14116,0.69618,0.5359,0.6402,0.4263,1.01262,0.97036,1.00232,0.000885002,0.000885002,0.000885002
18,37.2015,0.94801,0.81141,1.07894,0.68432,0.61526,0.66106,0.44927,1.02831,0.95088,1.01814,0.000883503,0.000883503,0.000883503
19,39.1699,0.88984,0.81922,1.08666,0.68213,0.59498,0.61669,0.41521,1.01315,1.01404,1.02752,0.000882003,0.000882003,0.000882003
20,41.1671,0.94684,0.8699,1.14801,0.64939,0.64483,0.58092,0.39065,1.03623,1.07047,1.02804,0.000880503,0.000880503,0.000880503
21,43.1497,0.90079,0.8407,1.10865,0.75115,0.52707,0.60141,0.40897,1.03285,1.1625,1.0217,0.000879003,0.000879003,0.000879003
22,45.1562,0.90641,0.79023,1.07729,0.72014,0.54314,0.59208,0.40818,1.09971,1.21811,1.07604,0.000877503,0.000877503,0.000877503
23,47.2137,0.96184,0.83395,1.07681,0.69969,0.5233,0.59157,0.40425,1.16922,1.13157,1.08328,0.000876003,0.000876003,0.000876003
24,49.1741,0.90416,0.84106,1.11238,0.57958,0.62996,0.61264,0.40802,1.12283,1.08196,1.05867,0.000874503,0.000874503,0.000874503
25,51.1791,0.87269,0.74207,1.03649,0.62923,0.65301,0.60939,0.41385,1.09509,1.12523,1.05413,0.000873004,0.000873004,0.000873004
26,53.1577,0.89205,0.8153,1.0607,0.60286,0.65344,0.61514,0.39407,1.03366,1.10041,1.00978,0.000871504,0.000871504,0.000871504
27,55.1167,0.90436,0.75774,1.08716,0.63819,0.6177,0.61685,0.4157,1.01455,1.06596,1.00058,0.000870004,0.000870004,0.000870004
28,57.0883,0.91058,0.78016,1.07252,0.6394,0.55385,0.57844,0.40165,1.03067,1.01116,1.01211,0.000868504,0.000868504,0.000868504
29,59.1046,0.87269,0.73884,1.06585,0.58561,0.58449,0.59385,0.37954,1.06284,1.03207,1.01101,0.000867004,0.000867004,0.000867004
30,61.073,0.88836,0.81094,1.12564,0.59726,0.58354,0.62486,0.38352,1.094,1.0773,1.02737,0.000865504,0.000865504,0.000865504
31,63.1493,0.91083,0.77424,1.09514,0.53381,0.56515,0.54889,0.3497,1.12574,1.12954,1.09865,0.000864004,0.000864004,0.000864004
32,65.1536,0.8797,0.76005,1.0989,0.58119,0.50831,0.54974,0.36913,1.11357,1.12989,1.09687,0.000862505,0.000862505,0.000862505
33,67.1896,0.91871,0.7343,1.08105,0.61602,0.51443,0.57678,0.38223,1.07631,1.12316,1.00677,0.000861005,0.000861005,0.000861005
34,69.1877,0.91827,0.77782,1.06353,0.58949,0.46944,0.566,0.36684,1.11053,1.1662,1.03575,0.000859505,0.000859505,0.000859505
35,71.2421,0.88933,0.7336,1.05132,0.55615,0.49107,0.59034,0.3621,1.18994,1.2198,1.08629,0.000858005,0.000858005,0.000858005
36,73.2244,0.85289,0.75422,1.0875,0.77314,0.60901,0.65143,0.42664,1.13479,1.11072,1.06753,0.000856505,0.000856505,0.000856505
37,75.174,0.81119,0.66127,1.00454,0.67134,0.6068,0.62391,0.43172,1.14432,1.08577,1.06592,0.000855005,0.000855005,0.000855005
38,77.145,0.86427,0.71967,1.07282,0.73977,0.51831,0.63773,0.40818,1.1203,1.11999,1.052,0.000853506,0.000853506,0.000853506
39,79.1656,0.85642,0.69075,1.02883,0.74352,0.49069,0.62418,0.40837,1.08707,1.1865,1.05336,0.000852006,0.000852006,0.000852006
