epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,91.9423,0.7667,0.52837,0.87813,0.7369,0.45404,0.54845,0.40582,1.16403,1.34372,1.21161,0.00085645,0.00085645,0.00085645
89,92.9769,0.71415,0.51532,0.88234,0.7249,0.49507,0.54997,0.40951,1.17221,1.28926,1.22382,0.0008548,0.0008548,0.0008548
90,93.9994,0.70772,0.54857,0.87679,0.71891,0.49358,0.55567,0.4188,1.15083,1.22492,1.22423,0.00085315,0.00085315,0.00085315
91,95.0319,0.72508,0.50598,0.86757,0.92459,0.50121,0.57789,0.43819,1.1069,1.20241,1.18255,0.0008515,0.0008515,0.0008515
92,96.0805,0.77764,0.53501,0.89224,0.91877,0.49637,0.57675,0.43582,1.11022,1.22453,1.17624,0.00084985,0.00084985,0.00084985
93,97.1143,0.76207,0.52396,0.89703,0.9079,0.50343,0.59348,0.42751,1.10733,1.25099,1.16843,0.0008482,0.0008482,0.0008482
94,98.1356,0.79419,0.55691,0.87461,0.90341,0.50488,0.58573,0.42412,1.12359,1.24855,1.18364,0.00084655,0.00084655,0.00084655
95,99.1773,0.7708,0.52784,0.88793,0.92001,0.50698,0.56922,0.41877,1.13787,1.32654,1.21978,0.0008449,0.0008449,0.0008449
96,100.195,0.76011,0.51906,0.88192,0.89922,0.49954,0.5663,0.41713,1.15229,1.37039,1.23787,0.00084325,0.00084325,0.00084325
97,101.228,0.70062,0.48849,0.8824,0.89228,0.48284,0.54814,0.41045,1.14912,1.40652,1.22479,0.0008416,0.0008416,0.0008416
98,102.242,0.75211,0.51501,0.89114,0.89372,0.48929,0.55306,0.41467,1.14762,1.38489,1.21484,0.00083995,0.00083995,0.00083995
99,103.277,0.73096,0.51646,0.89224,0.91027,0.47863,0.56799,0.42202,1.17525,1.37574,1.22828,0.0008383,0.0008383,0.0008383
100,104.298,0.69512,0.50336,0.88178,0.91688,0.48502,0.56348,0.41158,1.18171,1.38035,1.23545,0.00083665,0.00083665,0.00083665
101,105.328,0.74056,0.54739,0.89069,0.91994,0.50169,0.5778,0.41064,1.21463,1.38643,1.25899,0.000835,0.000835,0.000835
102,106.355,0.72888,0.49828,0.8714,0.91939,0.4946,0.58628,0.41544,1.21494,1.36586,1.26346,0.00083335,0.00083335,0.00083335
103,107.405,0.72196,0.53411,0.882,0.60792,0.6232,0.58567,0.41481,1.18276,1.35872,1.26273,0.0008317,0.0008317,0.0008317
104,108.444,0.74841,0.5073,0.88254,0.89701,0.47979,0.57534,0.42106,1.17552,1.38174,1.2626,0.00083005,0.00083005,0.00083005
105,109.476,0.74517,0.52914,0.88365,0.62977,0.46802,0.55242,0.41023,1.19829,1.42649,1.28187,0.0008284,0.0008284,0.0008284
106,110.505,0.69534,0.47785,0.86881,0.92908,0.41922,0.5337,0.39626,1.18257,1.44826,1.27546,0.00082675,0.00082675,0.00082675
107,111.551,0.69438,0.48761,0.86801,0.65864,0.44145,0.54351,0.39174,1.22413,1.50497,1.30379,0.0008251,0.0008251,0.0008251
108,112.553,0.73398,0.52188,0.89048,0.67444,0.44885,0.56279,0.40322,1.20514,1.48321,1.27924,0.00082345,0.00082345,0.00082345
109,113.606,0.69985,0.50137,0.87882,0.69166,0.47372,0.57126,0.4119,1.17348,1.37652,1.25299,0.0008218,0.0008218,0.0008218
110,114.646,0.70123,0.49448,0.88534,0.58373,0.61683,0.57928,0.41002,1.1675,1.32417,1.25086,0.00082015,0.00082015,0.00082015
111,115.685,0.91232,0.6355,1.0313,0.5869,0.62859,0.58615,0.42679,1.15887,1.28903,1.24798,0.0008185,0.0008185,0.0008185
112,116.7,0.67708,0.48089,0.86557,0.58608,0.62187,0.58107,0.42619,1.16349,1.30901,1.25354,0.00081685,0.00081685,0.00081685
113,117.739,0.6893,0.48342,0.86772,0.62667,0.4983,0.54278,0.40323,1.19685,1.43432,1.26342,0.0008152,0.0008152,0.0008152
114,118.751,0.72532,0.52686,0.86692,0.64089,0.49086,0.53796,0.4017,1.18709,1.4322,1.25032,0.00081355,0.00081355,0.00081355
115,119.796,0.722,0.50415,0.88156,0.85387,0.48333,0.53896,0.41477,1.10881,1.35784,1.18957,0.0008119,0.0008119,0.0008119
116,120.816,0.69908,0.48042,0.87128,0.85164,0.46327,0.54775,0.42126,1.10341,1.36051,1.18134,0.00081025,0.00081025,0.00081025
117,121.876,0.78504,0.52566,0.87553,0.92955,0.43427,0.54156,0.41748,1.10983,1.37236,1.17695,0.0008086,0.0008086,0.0008086
118,122.897,0.7441,0.50198,0.87245,0.90632,0.44984,0.54833,0.41597,1.10957,1.37464,1.17717,0.00080695,0.00080695,0.00080695
119,123.928,0.7322,0.53241,0.88248,0.91158,0.44215,0.55536,0.41613,1.09211,1.40113,1.18019,0.0008053,0.0008053,0.0008053
120,124.985,0.71485,0.50758,0.8714,0.69643,0.44112,0.54235,0.41388,1.08609,1.38091,1.17994,0.00080365,0.00080365,0.00080365
121,126.028,0.72327,0.50139,0.87702,0.6249,0.45616,0.53065,0.41154,1.10091,1.41972,1.19898,0.000802,0.000802,0.000802
122,127.04,0.72835,0.48675,0.86991,0.62478,0.45657,0.5311,0.40986,1.10141,1.41161,1.2077,0.00080035,0.00080035,0.00080035
123,128.061,0.70096,0.49542,0.84666,0.6941,0.44645,0.54048,0.41857,1.10442,1.39608,1.19585,0.0007987,0.0007987,0.0007987
124,129.065,0.73874,0.51534,0.89002,0.69186,0.45132,0.53129,0.41168,1.11626,1.406,1.20254,0.00079705,0.00079705,0.00079705
125,130.081,0.71045,0.56129,0.86354,0.701,0.43633,0.50941,0.38986,1.16957,1.4353,1.24305,0.0007954,0.0007954,0.0007954
126,131.067,0.65001,0.46283,0.86973,0.66983,0.44984,0.51246,0.39408,1.20393,1.4434,1.27048,0.00079375,0.00079375,0.00079375
127,132.093,0.71814,0.52287,0.87854,0.65557,0.43818,0.49446,0.38448,1.21619,1.44428,1.28336,0.0007921,0.0007921,0.0007921
128,133.106,0.76071,0.4964,0.86445,0.68703,0.42502,0.50784,0.39036,1.21559,1.40394,1.27875,0.00079045,0.00079045,0.00079045
129,134.124,0.73617,0.50265,0.85483,0.65043,0.46683,0.51757,0.39684,1.17123,1.3783,1.24683,0.0007888,0.0007888,0.0007888
130,135.16,0.77777,0.53146,0.8984,0.68065,0.45343,0.51921,0.39566,1.18378,1.38754,1.24378,0.00078715,0.00078715,0.00078715
131,136.196,0.67683,0.49077,0.87827,0.71929,0.45152,0.52161,0.38902,1.19434,1.41213,1.23872,0.0007855,0.0007855,0.0007855
132,137.215,0.68336,0.46742,0.86628,0.63931,0.50025,0.53058,0.39723,1.18198,1.37223,1.23305,0.00078385,0.00078385,0.00078385
133,138.232,0.66606,0.46419,0.86991,0.92712,0.46259,0.54097,0.40562,1.16292,1.29803,1.2232,0.0007822,0.0007822,0.0007822
134,139.239,0.69319,0.47095,0.85926,0.93471,0.46333,0.54122,0.41815,1.15166,1.24845,1.21785,0.00078055,0.00078055,0.00078055
135,140.302,0.68602,0.47899,0.86074,0.93382,0.49814,0.58132,0.43874,1.14689,1.18851,1.21099,0.0007789,0.0007789,0.0007789
136,141.346,0.65223,0.46739,0.87072,0.69458,0.49831,0.58623,0.441,1.1476,1.19714,1.21336,0.00077725,0.00077725,0.00077725
137,142.404,0.69772,0.48251,0.8632,0.7011,0.50338,0.57507,0.43873,1.13337,1.22742,1.21639,0.0007756,0.0007756,0.0007756
138,143.415,0.67215,0.46109,0.8607,0.69763,0.51116,0.57912,0.43903,1.12766,1.20914,1.21623,0.00077395,0.00077395,0.00077395
139,144.465,0.67655,0.45285,0.84316,0.71123,0.48152,0.55806,0.42814,1.11889,1.26851,1.21327,0.0007723,0.0007723,0.0007723
140,145.486,0.64931,0.44273,0.8633,0.70456,0.48142,0.56066,0.4248,1.11548,1.2745,1.20426,0.00077065,0.00077065,0.00077065
141,146.525,0.65033,0.43264,0.8608,0.70763,0.48653,0.55957,0.41785,1.11405,1.30085,1.1964,0.000769,0.000769,0.000769
142,147.574,0.72281,0.47159,0.84625,0.7005,0.48875,0.54752,0.41479,1.09657,1.29596,1.19278,0.00076735,0.00076735,0.00076735
143,148.627,0.65932,0.44311,0.86143,0.73785,0.46457,0.53586,0.40519,1.09217,1.28924,1.20244,0.0007657,0.0007657,0.0007657
144,149.663,0.68297,0.45526,0.8661,0.7547,0.45668,0.5325,0.40468,1.1081,1.31745,1.2127,0.00076405,0.00076405,0.00076405
145,150.852,0.65,0.53503,0.8495,0.76356,0.43925,0.53021,0.40341,1.12399,1.36202,1.22658,0.0007624,0.0007624,0.0007624
146,151.922,0.66959,0.45817,0.87934,0.7495,0.43945,0.53736,0.40704,1.14061,1.38249,1.23324,0.00076075,0.00076075,0.00076075
147,153.006,0.71271,0.46308,0.88597,0.67604,0.46355,0.5343,0.40753,1.12827,1.37124,1.23534,0.0007591,0.0007591,0.0007591
148,154.071,0.68835,0.45524,0.8548,0.70617,0.46351,0.52893,0.41193,1.12263,1.37196,1.22921,0.00075745,0.00075745,0.00075745
149,155.289,0.63549,0.42456,0.84737,0.68509,0.46113,0.52209,0.41494,1.16475,1.39974,1.2376,0.0007558,0.0007558,0.0007558
150,156.357,0.65613,0.45898,0.84856,0.69961,0.4681,0.5235,0.41305,1.18069,1.39859,1.24682,0.00075415,0.00075415,0.00075415
151,157.409,0.69903,0.46006,0.8682,0.69875,0.47732,0.53539,0.40608,1.18595,1.39536,1.24406,0.0007525,0.0007525,0.0007525
152,158.639,0.6158,0.44234,0.86135,0.71221,0.47226,0.53156,0.40098,1.19981,1.39191,1.24617,0.00075085,0.00075085,0.00075085
153,159.806,0.60211,0.44307,0.84756,0.92053,0.47428,0.52531,0.39599,1.20482,1.38146,1.25374,0.0007492,0.0007492,0.0007492
154,160.929,0.70046,0.44969,0.84935,0.91961,0.4753,0.52371,0.39286,1.19124,1.37886,1.24657,0.00074755,0.00074755,0.00074755
155,161.995,0.6305,0.41626,0.84085,0.69873,0.45108,0.50969,0.39371,1.15564,1.39257,1.2153,0.0007459,0.0007459,0.0007459
156,163.17,0.62878,0.4337,0.85574,0.66911,0.44919,0.50906,0.39569,1.13,1.40286,1.19393,0.00074425,0.00074425,0.00074425
157,164.39,0.64224,0.43762,0.86185,0.66633,0.4524,0.51313,0.39555,1.10567,1.42046,1.17472,0.0007426,0.0007426,0.0007426
158,165.521,0.59784,0.42188,0.85299,0.66138,0.45419,0.50642,0.40034,1.1055,1.4227,1.17472,0.00074095,0.00074095,0.00074095
159,166.592,0.65414,0.46857,0.83976,0.6949,0.47555,0.52548,0.40842,1.08945,1.42003,1.17253,0.0007393,0.0007393,0.0007393
160,167.666,0.67216,0.46904,0.86417,0.90902,0.47389,0.52405,0.40095,1.08213,1.40411,1.16316,0.00073765,0.00073765,0.00073765
161,168.798,0.62552,0.44138,0.86886,0.87028,0.45037,0.49857,0.39722,1.1225,1.4743,1.18609,0.000736,0.000736,0.000736
162,169.877,0.69052,0.4618,0.8649,0.6523,0.45037,0.49754,0.40185,1.10813,1.46065,1.17618,0.00073435,0.00073435,0.00073435
163,170.969,0.70176,0.46248,0.85742,0.64915,0.45037,0.51491,0.40811,1.06892,1.36815,1.14625,0.0007327,0.0007327,0.0007327
164,172.034,0.64506,0.44917,0.86214,0.65557,0.45418,0.52152,0.41019,1.06644,1.33692,1.14159,0.00073105,0.00073105,0.00073105
165,173.165,0.65888,0.44082,0.85875,0.68874,0.47206,0.53349,0.40988,1.12277,1.38043,1.16605,0.0007294,0.0007294,0.0007294
166,174.209,0.6704,0.45727,0.84583,0.70837,0.47002,0.54071,0.41001,1.14291,1.34596,1.16667,0.00072775,0.00072775,0.00072775
167,175.285,0.63843,0.43336,0.84153,0.92625,0.47249,0.55056,0.41898,1.1098,1.32064,1.15552,0.0007261,0.0007261,0.0007261
168,176.37,0.67748,0.48452,0.87394,0.92603,0.47328,0.55999,0.41761,1.10003,1.29509,1.14975,0.00072445,0.00072445,0.00072445
169,177.443,0.67513,0.4765,0.87224,0.94432,0.45902,0.56436,0.43242,1.12576,1.2827,1.17629,0.0007228,0.0007228,0.0007228
170,178.538,0.61993,0.43141,0.84056,0.6777,0.50919,0.56733,0.42576,1.13488,1.26302,1.18355,0.00072115,0.00072115,0.00072115
171,179.654,0.61127,0.43627,0.84836,0.67537,0.51945,0.57392,0.41391,1.12353,1.2174,1.17277,0.0007195,0.0007195,0.0007195
172,180.732,0.63295,0.42473,0.8495,0.72158,0.50816,0.57693,0.41972,1.09901,1.21096,1.15986,0.00071785,0.00071785,0.00071785
173,181.81,0.68246,0.47103,0.86794,0.64647,0.51344,0.57619,0.42557,1.06859,1.21856,1.1425,0.0007162,0.0007162,0.0007162
174,182.876,0.68856,0.46405,0.86479,0.63671,0.51335,0.56944,0.4212,1.08545,1.24255,1.15517,0.00071455,0.00071455,0.00071455
175,183.978,0.61066,0.55059,0.79202,0.75469,0.46802,0.55819,0.42464,1.09188,1.32429,1.16454,0.0007129,0.0007129,0.0007129
176,185.059,0.68065,0.49473,0.87206,0.76367,0.46062,0.56248,0.42843,1.09448,1.34202,1.16296,0.00071125,0.00071125,0.00071125
177,186.172,0.61913,0.45999,0.85468,0.75446,0.45357,0.55176,0.42906,1.16386,1.52561,1.19801,0.0007096,0.0007096,0.0007096
178,187.27,0.64944,0.45258,0.84706,0.70195,0.44496,0.53182,0.41836,1.18449,1.60746,1.21606,0.00070795,0.00070795,0.00070795
179,188.398,0.60652,0.45629,0.83809,0.71873,0.45056,0.54227,0.41621,1.19217,1.67196,1.22653,0.0007063,0.0007063,0.0007063
180,189.535,0.66858,0.45635,0.84871,0.69655,0.42607,0.52466,0.4174,1.18435,1.63901,1.22462,0.00070465,0.00070465,0.00070465
181,190.624,0.59259,0.42216,0.83905,0.67611,0.48562,0.53487,0.41751,1.13653,1.54152,1.21364,0.000703,0.000703,0.000703
182,191.695,0.63387,0.45525,0.84653,0.72988,0.45447,0.5412,0.41939,1.12355,1.5091,1.20306,0.00070135,0.00070135,0.00070135
183,192.886,0.64643,0.43149,0.84696,0.70328,0.47203,0.53943,0.41942,1.15699,1.49282,1.21093,0.0006997,0.0006997,0.0006997
184,193.961,0.64752,0.4297,0.86614,0.94267,0.45881,0.52989,0.40806,1.15037,1.47552,1.2041,0.00069805,0.00069805,0.00069805
185,195.054,0.60118,0.4561,0.85023,0.72182,0.44623,0.51326,0.40153,1.12094,1.42512,1.20542,0.0006964,0.0006964,0.0006964
