epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.3385,1.32422,3.09648,1.19002,0.54498,0.24525,0.3009,0.23056,1.17736,3.14364,1.27011,0.00011,0.00011,0.00011
2,34.2581,1.45385,2.61178,1.22116,0.70173,0.40338,0.30532,0.23339,1.15077,3.693,1.24221,0.00022962,0.00022962,0.00022962
